Citation,Parent.Statute,Document.Description,File,Entity.Empowered,Triggering.Event,Describe.Health.Emergency,State.Trigger,Location,Military.Involvement..Federal.,Document.Type,Preliminary.Screening,Source,Chapter,Date.Originally.Published..from.File.,Date.Last.Updated..from.File.,PDF..from.File.,Note,url..from.File.,Funding.Stream.,Funding.Stream.Description,Waiver.Authority,Regulations..Relevant.Chapter..Section.or.Article,Scenarios.Matrix,Plans...Strategies
42 U.S.C. § 2004,Public Health Service Act,Transfers personnel who were previously at the BIA to HHS,Public Health Service Act,Indian Health Service,No triggering event - Capacity Building,N/A,Not applicable,Domestic,No,Legislation,Include,PHSA,NA,7/1/44,7/2/24,COMPS-8773.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/uUl0B_nL2pVkg45MjfRhvw/ajzbRvo7bO5z0ycpcei75oItCkZKc7Ewj7R3sZQbdWCsAYguXEZqahBT86wA648K-Ok0Jzw5VsXzA5qLiBUpE31Dwjsg6whCnhXrhqtGgmKdJ693-DQ31NNPbw1AE3ODQk_CkplHGAom5DYoelryTQ/zIVL50tmpcGZWLx9yyTF_EM8pGD3DnyXX4W44BUc8jg),,https://www.govinfo.gov/content/pkg/COMPS-8773/pdf/COMPS-8773.pdf,No,,No,,,NA
42 U.S.C. § 11705,Public Health Service Act,"Allows HHS in consultation with Papa Ola Lokahi to make grants to or enter into contracts for the purpose of health promotion and disease prevention among Native Hawaiians; Gives preference to Native Hawaiian organizations; Requires outreach, education, immunizations, nutrition, and other services; Mandates data collection.",Public Health Service Act,Department of Health and Human Services,No triggering event - Capacity Building,N/A,Not applicable,Domestic,No,Legislation,Include,PHSA,NA,7/1/44,7/2/24,COMPS-8773.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/uUl0B_nL2pVkg45MjfRhvw/ajzbRvo7bO5z0ycpcei75oItCkZKc7Ewj7R3sZQbdWCsAYguXEZqahBT86wA648K-Ok0Jzw5VsXzA5qLiBUpE31Dwjsg6whCnhXrhqtGgmKdJ693-DQ31NNPbw1AE3ODQk_CkplHGAom5DYoelryTQ/zIVL50tmpcGZWLx9yyTF_EM8pGD3DnyXX4W44BUc8jg),,https://www.govinfo.gov/content/pkg/COMPS-8773/pdf/COMPS-8773.pdf,Yes,Grants with preference to Native Hawaiian organizations to provide health care and disease prevention,No,,"Scenario 1,Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c",NA
Presidential Directive - 2020-17386,,"This directive extends federal support to use the National Guard to respond to COVID-19 for economic recovery. It authorizes the National Guard to be used by state governors, and funds activities related to preventing and responding the public health threat. This directive specifically extends power to Florida.
",Presidential Directive 2020-17386,Federal Emergency Management Agency,Health Emergency,"COVID-19
",Yes,Domestic,Yes,Presidential Directive,Include,Presidential Directive,NA,8/6/20,,2020-17386.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/B2zIJkTDq5Xt4Mx5x4Pfgg/bYrnGipiovaikJgNqEEZ9lFZ0GbXtFmYf4kmclnkSoYsdp79rS_dSTNW7u00QpiERDZncaLqXyzyfP7W4bv5XawK4cKgqz3MHTp8vD9tmf7udACh83W1_PfSz61whTdJvzl6JY0sWvDkCOiewKKdxLitFarzGjrVoqyFBjJie7Q/UOqb8UMUU0In0q_n7zebm8XszugakyBYKu9_5fBGFC8),,https://www.govinfo.gov/content/pkg/FR-2020-08-06/pdf/2020-17386.pdf,,,,,,NA
Presidential Directive - 2020-17386,,"This directive extends federal support to use the National Guard to respond to COVID-19 for economic recovery. It authorizes the National Guard to be used by state governors, and funds activities related to preventing and responding the public health threat. This directive specifically extends power to Florida.
",Presidential Directive 2020-17386,Department of Homeland Security,Health Emergency,"COVID-19
",Yes,Domestic,Yes,Presidential Directive,Include,Presidential Directive,NA,8/6/20,,2020-17386.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/B2zIJkTDq5Xt4Mx5x4Pfgg/bYrnGipiovaikJgNqEEZ9lFZ0GbXtFmYf4kmclnkSoYsdp79rS_dSTNW7u00QpiERDZncaLqXyzyfP7W4bv5XawK4cKgqz3MHTp8vD9tmf7udACh83W1_PfSz61whTdJvzl6JY0sWvDkCOiewKKdxLitFarzGjrVoqyFBjJie7Q/UOqb8UMUU0In0q_n7zebm8XszugakyBYKu9_5fBGFC8),,https://www.govinfo.gov/content/pkg/FR-2020-08-06/pdf/2020-17386.pdf,,,,,,NA
Presidential Directive - 2020-17386,,"This directive extends federal support to use the National Guard to respond to COVID-19 for economic recovery. It authorizes the National Guard to be used by state governors, and funds activities related to preventing and responding the public health threat. This directive specifically extends power to Florida.
",Presidential Directive 2020-17386,Department of Defense,Health Emergency,"COVID-19
",Yes,Domestic,Yes,Presidential Directive,Include,Presidential Directive,NA,8/6/20,,2020-17386.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/B2zIJkTDq5Xt4Mx5x4Pfgg/bYrnGipiovaikJgNqEEZ9lFZ0GbXtFmYf4kmclnkSoYsdp79rS_dSTNW7u00QpiERDZncaLqXyzyfP7W4bv5XawK4cKgqz3MHTp8vD9tmf7udACh83W1_PfSz61whTdJvzl6JY0sWvDkCOiewKKdxLitFarzGjrVoqyFBjJie7Q/UOqb8UMUU0In0q_n7zebm8XszugakyBYKu9_5fBGFC8),,https://www.govinfo.gov/content/pkg/FR-2020-08-06/pdf/2020-17386.pdf,,,,,,NA
Presidential Directive - 2020-17386,,"This directive extends federal support to use the National Guard to respond to COVID-19 for economic recovery. It authorizes the National Guard to be used by state governors, and funds activities related to preventing and responding the public health threat. This directive specifically extends power to Florida.
",Presidential Directive 2020-17386,Department of Health and Human Services,Health Emergency,"COVID-19
",Yes,Domestic,Yes,Presidential Directive,Include,Presidential Directive,NA,8/6/20,,2020-17386.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/B2zIJkTDq5Xt4Mx5x4Pfgg/bYrnGipiovaikJgNqEEZ9lFZ0GbXtFmYf4kmclnkSoYsdp79rS_dSTNW7u00QpiERDZncaLqXyzyfP7W4bv5XawK4cKgqz3MHTp8vD9tmf7udACh83W1_PfSz61whTdJvzl6JY0sWvDkCOiewKKdxLitFarzGjrVoqyFBjJie7Q/UOqb8UMUU0In0q_n7zebm8XszugakyBYKu9_5fBGFC8),,https://www.govinfo.gov/content/pkg/FR-2020-08-06/pdf/2020-17386.pdf,,,,,,NA
Presidential Directive - 2020-17371,,"This directive extends federal support to use the National Guard to respond to COVID-19 for economic recovery. It authorizes the National Guard to be used by state governors, and funds activities related to preventing and responding the public health threat. This directive specifically extends power to Texas.
",Presidential Directive 2020-17371,Federal Emergency Management Agency,Health Emergency,"COVID-19
",Yes,Domestic,Yes,Presidential Directive,Include,Presidential Directive,NA,8/6/20,,2020-17371.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/RkP-Rim8dVt5X3NbNoHdbw/9PoslWAzu7BvX6sLLebTUDLAAPctA_rwilR6dgtimBz-BoTSDF7FMJ1JnROQayFywQTU1qq5JgDPoiHGOULO5tskU86Mt8DoqJNh_K2D4qXBsxU_eJWzXwRXAeS4UWgxr06YPVjxNZzYz3hsIBzQy1VNlPSUW-xY-BmSQphZ8A0/Dbl3PlVAh1-ijHEpih3pPXLS49MrXlBLWHt6h-xcl4Q),,https://www.govinfo.gov/content/pkg/FR-2020-08-06/pdf/2020-17371.pdf,,,,,,NA
Presidential Directive - 2020-17371,,"This directive extends federal support to use the National Guard to respond to COVID-19 for economic recovery. It authorizes the National Guard to be used by state governors, and funds activities related to preventing and responding the public health threat. This directive specifically extends power to Texas.
",Presidential Directive 2020-17371,Department of Homeland Security,Health Emergency,"COVID-19
",Yes,Domestic,Yes,Presidential Directive,Include,Presidential Directive,NA,8/6/20,,2020-17371.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/RkP-Rim8dVt5X3NbNoHdbw/9PoslWAzu7BvX6sLLebTUDLAAPctA_rwilR6dgtimBz-BoTSDF7FMJ1JnROQayFywQTU1qq5JgDPoiHGOULO5tskU86Mt8DoqJNh_K2D4qXBsxU_eJWzXwRXAeS4UWgxr06YPVjxNZzYz3hsIBzQy1VNlPSUW-xY-BmSQphZ8A0/Dbl3PlVAh1-ijHEpih3pPXLS49MrXlBLWHt6h-xcl4Q),,https://www.govinfo.gov/content/pkg/FR-2020-08-06/pdf/2020-17371.pdf,,,,,,NA
Presidential Directive - 2020-17371,,"This directive extends federal support to use the National Guard to respond to COVID-19 for economic recovery. It authorizes the National Guard to be used by state governors, and funds activities related to preventing and responding the public health threat. This directive specifically extends power to Texas.
",Presidential Directive 2020-17371,Department of Defense,Health Emergency,"COVID-19
",Yes,Domestic,Yes,Presidential Directive,Include,Presidential Directive,NA,8/6/20,,2020-17371.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/RkP-Rim8dVt5X3NbNoHdbw/9PoslWAzu7BvX6sLLebTUDLAAPctA_rwilR6dgtimBz-BoTSDF7FMJ1JnROQayFywQTU1qq5JgDPoiHGOULO5tskU86Mt8DoqJNh_K2D4qXBsxU_eJWzXwRXAeS4UWgxr06YPVjxNZzYz3hsIBzQy1VNlPSUW-xY-BmSQphZ8A0/Dbl3PlVAh1-ijHEpih3pPXLS49MrXlBLWHt6h-xcl4Q),,https://www.govinfo.gov/content/pkg/FR-2020-08-06/pdf/2020-17371.pdf,,,,,,NA
Presidential Directive - 2020-17371,,"This directive extends federal support to use the National Guard to respond to COVID-19 for economic recovery. It authorizes the National Guard to be used by state governors, and funds activities related to preventing and responding the public health threat. This directive specifically extends power to Texas.
",Presidential Directive 2020-17371,Department of Health and Human Services,Health Emergency,"COVID-19
",Yes,Domestic,Yes,Presidential Directive,Include,Presidential Directive,NA,8/6/20,,2020-17371.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/RkP-Rim8dVt5X3NbNoHdbw/9PoslWAzu7BvX6sLLebTUDLAAPctA_rwilR6dgtimBz-BoTSDF7FMJ1JnROQayFywQTU1qq5JgDPoiHGOULO5tskU86Mt8DoqJNh_K2D4qXBsxU_eJWzXwRXAeS4UWgxr06YPVjxNZzYz3hsIBzQy1VNlPSUW-xY-BmSQphZ8A0/Dbl3PlVAh1-ijHEpih3pPXLS49MrXlBLWHt6h-xcl4Q),,https://www.govinfo.gov/content/pkg/FR-2020-08-06/pdf/2020-17371.pdf,,,,,,NA
Presidential Directive - 2020-17370,,"This directive extends federal support to use the National Guard to respond to COVID-19 for economic recovery. It authorizes the National Guard to be used by state governors, and funds activities related to preventing and responding the public health threat. This directive specifically extends power to: Alabama, Alaska, Arizona, California, Colorado, Connecticut,
Delaware, Georgia, Hawaii, Illinois, Indiana, Iowa, Kansas, Kentucky, Louisiana, Maine, Maryland, Massachusetts, Michigan, Mississippi, Missouri,
Montana, Nebraska, Nevada, New Hampshire, New Jersey, New Mexico,
New York, North Carolina, North Dakota, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Utah,
Vermont, Virginia, Washington, West Virginia, Wisconsin, and the territories
of Guam, Puerto Rico, and the U.S. Virgin Islands 
",Presidential Directive - 2020-17370,Federal Emergency Management Agency,Health Emergency,"COVID-19
",Yes,Domestic,Yes,Presidential Directive,Include,Presidential Directive,NA,8/6/20,,2020-17370.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/7oSG96hA3suDnHpDmQLsQw/fQulNUkOX5Za0EPq7MdWtLpfQZrcJG38nnFf7rEt97K0ex7PUQFNMYWnEWhZ-LmDUxo_qWl3ISlMVZ66--b0RC0dx-X4YTkk47WTrTyKqYod2J7B1wtq8ChcZyRb3esQkY1xngw3nWJsT9BYotdVOahhmN9b6XsqqMWV8RgIlzY/q75wyqDDafJ7LSxiAHRaHHIuFw7O21ZpzUs15IE6f_A),"has different termination dates depending on percent federal cost share termination
",https://www.govinfo.gov/content/pkg/FR-2020-08-06/pdf/2020-17370.pdf,,,,,,NA
Presidential Directive - 2020-17370,,"This directive extends federal support to use the National Guard to respond to COVID-19 for economic recovery. It authorizes the National Guard to be used by state governors, and funds activities related to preventing and responding the public health threat. This directive specifically extends power to: Alabama, Alaska, Arizona, California, Colorado, Connecticut,
Delaware, Georgia, Hawaii, Illinois, Indiana, Iowa, Kansas, Kentucky, Louisiana, Maine, Maryland, Massachusetts, Michigan, Mississippi, Missouri,
Montana, Nebraska, Nevada, New Hampshire, New Jersey, New Mexico,
New York, North Carolina, North Dakota, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Utah,
Vermont, Virginia, Washington, West Virginia, Wisconsin, and the territories
of Guam, Puerto Rico, and the U.S. Virgin Islands 
",Presidential Directive - 2020-17370,Department of Homeland Security,Health Emergency,"COVID-19
",Yes,Domestic,Yes,Presidential Directive,Include,Presidential Directive,NA,8/6/20,,2020-17370.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/7oSG96hA3suDnHpDmQLsQw/fQulNUkOX5Za0EPq7MdWtLpfQZrcJG38nnFf7rEt97K0ex7PUQFNMYWnEWhZ-LmDUxo_qWl3ISlMVZ66--b0RC0dx-X4YTkk47WTrTyKqYod2J7B1wtq8ChcZyRb3esQkY1xngw3nWJsT9BYotdVOahhmN9b6XsqqMWV8RgIlzY/q75wyqDDafJ7LSxiAHRaHHIuFw7O21ZpzUs15IE6f_A),"has different termination dates depending on percent federal cost share termination
",https://www.govinfo.gov/content/pkg/FR-2020-08-06/pdf/2020-17370.pdf,,,,,,NA
Presidential Directive - 2020-17370,,"This directive extends federal support to use the National Guard to respond to COVID-19 for economic recovery. It authorizes the National Guard to be used by state governors, and funds activities related to preventing and responding the public health threat. This directive specifically extends power to: Alabama, Alaska, Arizona, California, Colorado, Connecticut,
Delaware, Georgia, Hawaii, Illinois, Indiana, Iowa, Kansas, Kentucky, Louisiana, Maine, Maryland, Massachusetts, Michigan, Mississippi, Missouri,
Montana, Nebraska, Nevada, New Hampshire, New Jersey, New Mexico,
New York, North Carolina, North Dakota, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Utah,
Vermont, Virginia, Washington, West Virginia, Wisconsin, and the territories
of Guam, Puerto Rico, and the U.S. Virgin Islands 
",Presidential Directive - 2020-17370,Department of Defense,Health Emergency,"COVID-19
",Yes,Domestic,Yes,Presidential Directive,Include,Presidential Directive,NA,8/6/20,,2020-17370.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/7oSG96hA3suDnHpDmQLsQw/fQulNUkOX5Za0EPq7MdWtLpfQZrcJG38nnFf7rEt97K0ex7PUQFNMYWnEWhZ-LmDUxo_qWl3ISlMVZ66--b0RC0dx-X4YTkk47WTrTyKqYod2J7B1wtq8ChcZyRb3esQkY1xngw3nWJsT9BYotdVOahhmN9b6XsqqMWV8RgIlzY/q75wyqDDafJ7LSxiAHRaHHIuFw7O21ZpzUs15IE6f_A),"has different termination dates depending on percent federal cost share termination
",https://www.govinfo.gov/content/pkg/FR-2020-08-06/pdf/2020-17370.pdf,,,,,,NA
Presidential Directive - 2020-17370,,"This directive extends federal support to use the National Guard to respond to COVID-19 for economic recovery. It authorizes the National Guard to be used by state governors, and funds activities related to preventing and responding the public health threat. This directive specifically extends power to: Alabama, Alaska, Arizona, California, Colorado, Connecticut,
Delaware, Georgia, Hawaii, Illinois, Indiana, Iowa, Kansas, Kentucky, Louisiana, Maine, Maryland, Massachusetts, Michigan, Mississippi, Missouri,
Montana, Nebraska, Nevada, New Hampshire, New Jersey, New Mexico,
New York, North Carolina, North Dakota, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Utah,
Vermont, Virginia, Washington, West Virginia, Wisconsin, and the territories
of Guam, Puerto Rico, and the U.S. Virgin Islands 
",Presidential Directive - 2020-17370,Department of Health and Human Services,Health Emergency,"COVID-19
",Yes,Domestic,Yes,Presidential Directive,Include,Presidential Directive,NA,8/6/20,,2020-17370.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/7oSG96hA3suDnHpDmQLsQw/fQulNUkOX5Za0EPq7MdWtLpfQZrcJG38nnFf7rEt97K0ex7PUQFNMYWnEWhZ-LmDUxo_qWl3ISlMVZ66--b0RC0dx-X4YTkk47WTrTyKqYod2J7B1wtq8ChcZyRb3esQkY1xngw3nWJsT9BYotdVOahhmN9b6XsqqMWV8RgIlzY/q75wyqDDafJ7LSxiAHRaHHIuFw7O21ZpzUs15IE6f_A),"has different termination dates depending on percent federal cost share termination
",https://www.govinfo.gov/content/pkg/FR-2020-08-06/pdf/2020-17370.pdf,,,,,,NA
Presidential Directive - 2020-17788,,This directive funds the National Guard by an additional 25% to support its economic recovery efforts during the COVID-19 pandemic. This directive is specific to the state of Connecticut.,Presidential Directive - 2020-17788,Federal Emergency Management Agency,Health Emergency,"COVID-19
",Yes,Domestic,Yes,Presidential Directive,Include,Presidential Directive,NA,8/12/20,,2020-17788.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/1xoOlKVq9a7dj2xydMAiWg/8-QInv8_w6dW9HS5gSCWpFkqQULvJ_Q0bX5WoNEqEiYy1H6p-BE5Fw6JyIcV4ClvRO1T4Mt825ZjAMVhojAp-w9SuyOVhJopsIh4NImgcYeKRV-Ld-_xu-G51_6qmErdCe5I-rDB7oJ8bXYUTsggjt7nqD9m6CmmKe0zw6sj0Bc/9PJDU3F32LNNPMH-hMQAsorSAJdgBCP2ZqVXbA7ESh4),,https://www.govinfo.gov/content/pkg/FR-2020-08-12/pdf/2020-17788.pdf,,,,,,NA
Presidential Directive - 2020-17788,,This directive funds the National Guard by an additional 25% to support its economic recovery efforts during the COVID-19 pandemic. This directive is specific to the state of Connecticut.,Presidential Directive - 2020-17788,Department of Homeland Security,Health Emergency,"COVID-19
",Yes,Domestic,Yes,Presidential Directive,Include,Presidential Directive,NA,8/12/20,,2020-17788.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/1xoOlKVq9a7dj2xydMAiWg/8-QInv8_w6dW9HS5gSCWpFkqQULvJ_Q0bX5WoNEqEiYy1H6p-BE5Fw6JyIcV4ClvRO1T4Mt825ZjAMVhojAp-w9SuyOVhJopsIh4NImgcYeKRV-Ld-_xu-G51_6qmErdCe5I-rDB7oJ8bXYUTsggjt7nqD9m6CmmKe0zw6sj0Bc/9PJDU3F32LNNPMH-hMQAsorSAJdgBCP2ZqVXbA7ESh4),,https://www.govinfo.gov/content/pkg/FR-2020-08-12/pdf/2020-17788.pdf,,,,,,NA
Presidential Directive - 2020-17788,,This directive funds the National Guard by an additional 25% to support its economic recovery efforts during the COVID-19 pandemic. This directive is specific to the state of Connecticut.,Presidential Directive - 2020-17788,Department of Defense,Health Emergency,"COVID-19
",Yes,Domestic,Yes,Presidential Directive,Include,Presidential Directive,NA,8/12/20,,2020-17788.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/1xoOlKVq9a7dj2xydMAiWg/8-QInv8_w6dW9HS5gSCWpFkqQULvJ_Q0bX5WoNEqEiYy1H6p-BE5Fw6JyIcV4ClvRO1T4Mt825ZjAMVhojAp-w9SuyOVhJopsIh4NImgcYeKRV-Ld-_xu-G51_6qmErdCe5I-rDB7oJ8bXYUTsggjt7nqD9m6CmmKe0zw6sj0Bc/9PJDU3F32LNNPMH-hMQAsorSAJdgBCP2ZqVXbA7ESh4),,https://www.govinfo.gov/content/pkg/FR-2020-08-12/pdf/2020-17788.pdf,,,,,,NA
Presidential Directive - 2020-17788,,This directive funds the National Guard by an additional 25% to support its economic recovery efforts during the COVID-19 pandemic. This directive is specific to the state of Connecticut.,Presidential Directive - 2020-17788,Department of Health and Human Services,Health Emergency,"COVID-19
",Yes,Domestic,Yes,Presidential Directive,Include,Presidential Directive,NA,8/12/20,,2020-17788.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/1xoOlKVq9a7dj2xydMAiWg/8-QInv8_w6dW9HS5gSCWpFkqQULvJ_Q0bX5WoNEqEiYy1H6p-BE5Fw6JyIcV4ClvRO1T4Mt825ZjAMVhojAp-w9SuyOVhJopsIh4NImgcYeKRV-Ld-_xu-G51_6qmErdCe5I-rDB7oJ8bXYUTsggjt7nqD9m6CmmKe0zw6sj0Bc/9PJDU3F32LNNPMH-hMQAsorSAJdgBCP2ZqVXbA7ESh4),,https://www.govinfo.gov/content/pkg/FR-2020-08-12/pdf/2020-17788.pdf,,,,,,NA
Presidential Directive - 2020-17786,,This directive funds the National Guard by an additional 25% to support its economic recovery efforts during the COVID-19 pandemic. This directive is specific to the state of California.,Presidential Directive 2020-17786,Federal Emergency Management Agency,Health Emergency,"COVID-19
",Yes,Domestic,Yes,Presidential Directive,Include,Presidential Directive,NA,8/12/20,,2020-17786.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/FvqtqBgiabpWi5dJF1Q7OA/NN6Q--xUEwHg7dZ1OcsA0FJ6UbnfVT_zNYL21ype05ScZAIh8GneOqT_g2UgikTa2iiWozXdZ7ustV4SYJnYjC8tMe_sKBus6QlSjnsZTAdETreVGyFPR9QjrZPwXBVglti-bpy82W8GvESgU7c9CQLGGkYiqWT8sdGqwzXEMTY/GEC97SZ3vEK0F5CKgDQhqA1srSmF3keimmCYu73mQmg),,https://www.govinfo.gov/content/pkg/FR-2020-08-12/pdf/2020-17786.pdf,,,,,,NA
Presidential Directive - 2020-17786,,This directive funds the National Guard by an additional 25% to support its economic recovery efforts during the COVID-19 pandemic. This directive is specific to the state of California.,Presidential Directive 2020-17786,Department of Homeland Security,Health Emergency,"COVID-19
",Yes,Domestic,Yes,Presidential Directive,Include,Presidential Directive,NA,8/12/20,,2020-17786.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/FvqtqBgiabpWi5dJF1Q7OA/NN6Q--xUEwHg7dZ1OcsA0FJ6UbnfVT_zNYL21ype05ScZAIh8GneOqT_g2UgikTa2iiWozXdZ7ustV4SYJnYjC8tMe_sKBus6QlSjnsZTAdETreVGyFPR9QjrZPwXBVglti-bpy82W8GvESgU7c9CQLGGkYiqWT8sdGqwzXEMTY/GEC97SZ3vEK0F5CKgDQhqA1srSmF3keimmCYu73mQmg),,https://www.govinfo.gov/content/pkg/FR-2020-08-12/pdf/2020-17786.pdf,,,,,,NA
Presidential Directive - 2020-17786,,This directive funds the National Guard by an additional 25% to support its economic recovery efforts during the COVID-19 pandemic. This directive is specific to the state of California.,Presidential Directive 2020-17786,Department of Defense,Health Emergency,"COVID-19
",Yes,Domestic,Yes,Presidential Directive,Include,Presidential Directive,NA,8/12/20,,2020-17786.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/FvqtqBgiabpWi5dJF1Q7OA/NN6Q--xUEwHg7dZ1OcsA0FJ6UbnfVT_zNYL21ype05ScZAIh8GneOqT_g2UgikTa2iiWozXdZ7ustV4SYJnYjC8tMe_sKBus6QlSjnsZTAdETreVGyFPR9QjrZPwXBVglti-bpy82W8GvESgU7c9CQLGGkYiqWT8sdGqwzXEMTY/GEC97SZ3vEK0F5CKgDQhqA1srSmF3keimmCYu73mQmg),,https://www.govinfo.gov/content/pkg/FR-2020-08-12/pdf/2020-17786.pdf,,,,,,NA
